KEY,CN,TC_NT,TC_USD
Text_1_2748,没错！消灭道元，学生们就能清醒过来了！,沒錯！消滅道元，學生們就能清醒過來了！,沒錯！消滅道元，學生們就能清醒過來了！
Text_1_2749,云雀，能不能看到道元在哪里？,雲雀，能不能看到道元在哪裡？,雲雀，能不能看到道元在哪裡？
Text_1_2750,嗯……(???)嗯？,嗯……(???)嗯？,嗯……(???)嗯？
Text_1_2751,怎么了？,怎麼了？,怎麼了？
Text_1_2752,看是看到了……不过云雀看到了两只？,看是看到了……不過雲雀看到了兩隻？,看是看到了……不過雲雀看到了兩隻？
Text_1_2753,真狡猾！没办法了，兵分两路吧！,真狡猾！沒辦法了，兵分兩路吧！,真狡猾！沒辦法了，兵分兩路吧！
Text_1_2754,雅绯！快看！,雅緋！快看！,雅緋！快看！
Text_1_2755,好大！那个……真的是道元大人……不，是道元的本体？,好大！那個……真的是道元大人……不，是道元的本體？,好大！那個……真的是道元大人……不，是道元的本體？
Text_1_2756,不，应该只是他的分身。,不，應該只是他的分身。,不，應該只是他的分身。
Text_1_2757,就这已经够我们喝一壶了，同学们，要上了！,就這已經夠我們喝一壺了，同學們，要上了！,就這已經夠我們喝一壺了，同學們，要上了！
Text_1_2758,什么嘛，就这半吊子的妖魔也能让你们这么费力。,什麼嘛，就這半吊子的妖魔也能讓你們這麼費力。,什麼嘛，就這半吊子的妖魔也能讓你們這麼費力。
Text_1_2759,(???)我们可不像你们一样天天拿妖魔当玩具使好吗！,(???)我們可不像你們一樣天天拿妖魔當玩具使好嗎！,(???)我們可不像你們一樣天天拿妖魔當玩具使好嗎！
Text_1_2760,呼——对付妖魔还真是不简单呢。,呼——對付妖魔還真是不簡單呢。,呼——對付妖魔還真是不簡單呢。
Text_1_2761,呀——两备妹妹！请你就像轰妖魔一样把我轰上天吧！,呀——兩備妹妹！請你就像轟妖魔一樣把我轟上天吧！,呀——兩備妹妹！請你就像轟妖魔一樣把我轟上天吧！
Text_1_2762,闭嘴你这个辣鸡姐姐！真是的！走到哪都给我丢脸！！,閉嘴你這個辣雞姐姐！真是的！走到哪都給我丟臉！！,閉嘴你這個辣雞姐姐！真是的！走到哪都給我丟臉！！
Text_1_2763,那就是……妖魔……,那就是……妖魔……,那就是……妖魔……
Text_1_2764,噫(ˉ﹃ˉ)好可怕！,噫(ˉ﹃ˉ)好可怕！,噫(ˉ﹃ˉ)好可怕！
Text_1_2765,身持正义可不能在妖魔面前退缩！出击！,身持正義可不能在妖魔面前退縮！出擊！,身持正義可不能在妖魔面前退縮！出擊！
Text_1_2766,噫，这货看起来好恶心……,噫，這貨看起來好噁心……,噫，這貨看起來好噁心……
Text_1_2767,让开让开！这货留给我加餐！,讓開讓開！這貨留給我加餐！,讓開讓開！這貨留給我加餐！
Text_1_2768,(。﹏。*)神乐……这玩意吃了不会拉肚子吗？,(。﹏。*)神樂……這玩意吃了不會拉肚子嗎？,(。﹏。*)神樂……這玩意吃了不會拉肚子嗎？
Text_1_2769,没问题没问题！只是来个最后一击！,沒問題沒問題！只是來個最後一擊！,沒問題沒問題！只是來個最後一擊！
Text_1_2770,(*^__^*)蛇女危机，大获全胜！！,(*^__^*)蛇女危機，大獲全勝！！,(*^__^*)蛇女危機，大獲全勝！！
Text_1_2771,耶——！！可以吃豆芽菜大餐了！！,耶——！！可以吃豆芽菜大餐了！！,耶——！！可以吃豆芽菜大餐了！！
Text_1_2772,那个，出了这么多汗，我们还是先去温泉屋放松一下吧？,那個，出了這麼多汗，我們還是先去溫泉屋放鬆一下吧？,那個，出了這麼多汗，我們還是先去溫泉屋放鬆一下吧？
Text_1_2773,这下有点伤脑筋了——这什么鬼地方？,這下有點傷腦筋了——這什麼鬼地方？,這下有點傷腦筋了——這什麼鬼地方？
Text_1_2774,大概是蛇女之一谁的忍者结界吧，不打倒结界的主人就出不去了。,大概是蛇女之一誰的忍者結界吧，不打倒結界的主人就出不去了。,大概是蛇女之一誰的忍者結界吧，不打倒結界的主人就出不去了。
Text_1_2775,很好——那就来轰轰烈烈地干一场吧！,很好——那就來轟轟烈烈地幹一場吧！,很好——那就來轟轟烈烈地幹一場吧！
Text_1_2776,啧，你的情绪太激动，这样不适合做忍者哦。,嘖，你的情緒太激動，這樣不適合做忍者哦。,嘖，你的情緒太激動，這樣不適合做忍者哦。
Text_1_2777,哈，我一定会成为厉害的忍者！所以麻烦你也给老娘燃起来吧！,哈，我一定會成為厲害的忍者！所以麻煩你也給老娘燃起來吧！,哈，我一定會成為厲害的忍者！所以麻煩你也給老娘燃起來吧！
Text_1_2778,所以我说，要当忍者就要抛弃人类的感情。,所以我說，要當忍者就要拋棄人類的感情。,所以我說，要當忍者就要拋棄人類的感情。
Text_1_2779,(⊙?⊙)哦哦~你很有眼力！——人类确实很麻烦。,(⊙?⊙)哦哦~你很有眼力！——人類確實很麻煩。,(⊙?⊙)哦哦~你很有眼力！——人類確實很麻煩。
Text_1_2780,(╰_╯)#吵死了！人类没有感情算什么人类！,(╰_╯)#吵死了！人類沒有感情算什麼人類！,(╰_╯)#吵死了！人類沒有感情算什麼人類！
Text_1_2781,还有你！——你还不上？！忍法碎片不想要了是吧？！,還有你！——你還不上？！忍法碎片不想要了是吧？！,還有你！——你還不上？！忍法碎片不想要了是吧？！
Text_1_2782,……干嘛碍事啊。,……幹嘛礙事啊。,……幹嘛礙事啊。
Text_1_2783,（瘪嘴）你管我。,（癟嘴）你管我。,（癟嘴）你管我。
Text_1_2784,这算什么，(? _ ?)你这人……,這算什麼，(? _ ?)你這人……,這算什麼，(? _ ?)你這人……
Text_1_2785,哟，你不是号称自己没有人类的感情吗？?(? ? ??)要激动起来了喔~,喲，你不是號稱自己沒有人類的感情嗎？?(? ? ??)要激動起來了喔~,喲，你不是號稱自己沒有人類的感情嗎？?(? ? ??)要激動起來了喔~
Text_1_2786,啧，……。哼。,嘖，……。哼。,嘖，……。哼。
Text_1_2787,本阵营剩余:,本陣營剩餘:,本陣營剩餘:
Text_1_2788,[F0E77B]开启等级:[-],[F0E77B]開啟等級:[-],[F0E77B]開啟等級:[-]
Text_1_2789,成功购买紫色召唤一次， 获得: ,成功購買紫色召喚一次， 獲得:,成功購買紫色召喚一次， 獲得:
Text_1_2790,成功购买蓝色召唤一次， 获得: ,成功購買藍色召喚一次， 獲得:,成功購買藍色召喚一次， 獲得:
Text_1_2791,必得 [ff00ff]紫卡[-] 忍者,必得 [ff00ff]紫卡[-] 忍者,必得 [ff00ff]紫卡[-] 忍者
Text_1_2792,必得 [ff00ff]紫色[-] 忍者,必得 [ff00ff]紫色[-] 忍者,必得 [ff00ff]紫色[-] 忍者
Text_1_2793,再召唤[00ff00] ,再召喚[00ff00],再召喚[00ff00]
Text_1_2794, [-]次，必得 [ff00ff]紫色[-] 忍者, [-]次，必得 [ff00ff]紫色[-] 忍者, [-]次，必得 [ff00ff]紫色[-] 忍者
Text_1_2795,必得 [ff9600]橙色[-] 忍者,必得 [ff9600]橙色[-] 忍者,必得 [ff9600]橙色[-] 忍者
Text_1_2796, [-]次，必得 [ff9600]橙色[-] 忍者, [-]次，必得 [ff9600]橙色[-] 忍者, [-]次，必得 [ff9600]橙色[-] 忍者
Text_1_2797,必得 [ff00ff]橙色[-] 忍者,必得 [ff00ff]橙色[-] 忍者,必得 [ff00ff]橙色[-] 忍者
Text_1_2798,或,或,或
Text_1_2799,[F0E77B]星运值：[-],[F0E77B]星運值：[-],[F0E77B]星運值：[-]
Text_1_2800,可得到[FF0000]忍者碎片[-]和[FF0000]星运值[-]，星运值满可直接领取,可得到[FF0000]忍者碎片[-]和[FF0000]星運值[-]，星運值滿可直接領取,可得到[FF0000]忍者碎片[-]和[FF0000]星運值[-]，星運值滿可直接領取
Text_1_2801,[F0E77B]今日还可占星次数：[-],[F0E77B]今日還可占星次數：[-],[F0E77B]今日還可占星次數：[-]
Text_1_2802,你的星运值不足,你的星運值不足,你的星運值不足
Text_1_2803,，不可领取！,，不可領取！,，不可領取！
Text_1_2804,领奖,領獎,領獎
Text_1_2805,可获得积分：,可獲得積分：,可獲得積分：
Text_1_2806,[FFFF96]拥有：[-],[FFFF96]擁有：[-],[FFFF96]擁有：[-]
Text_1_2807,只有紫色宝物可以铸造,只有紫色寶物可以鑄造,只有紫色寶物可以鑄造
Text_1_2809,此宝物等级已达到上限,此寶物等級已達到上限,此寶物等級已達到上限
Text_1_2810,强化等级：+,強化等級：+,強化等級：+
Text_1_2811,没有可以出售的宝物,沒有可以出售的寶物,沒有可以出售的寶物
Text_1_2812,当前无宝物,當前無寶物,當前無寶物
Text_1_2813,宝物穿戴,寶物穿戴,寶物穿戴
Text_1_2814,选择材料,選擇材料,選擇材料
Text_1_2815,宝物熔炼,寶物熔煉,寶物熔煉
Text_1_2816,  装备中,  裝備中,  裝備中
Text_1_2817,[ffffff]白色忍者[-],[ffffff]白色忍者[-],[ffffff]白色忍者[-]
Text_1_2818,[00ff00]绿色忍者[-],[00ff00]綠色忍者[-],[00ff00]綠色忍者[-]
Text_1_2819,[00b4ff]蓝色忍者[-],[00b4ff]藍色忍者[-],[00b4ff]藍色忍者[-]
Text_1_2820,[ff00ff]紫色忍者[-],[ff00ff]紫色忍者[-],[ff00ff]紫色忍者[-]
Text_1_2821,[ff9600]橙色忍者[-],[ff9600]橙色忍者[-],[ff9600]橙色忍者[-]
Text_1_2822,[ff0000]红色忍者[-],[ff0000]紅色忍者[-],[ff0000]紅色忍者[-]
Text_1_2823,[ffff8c]等级：[-],[ffff8c]等級：[-],[ffff8c]等級：[-]
Text_1_2824,[ffff8c]体力：[-],[ffff8c]體力：[-],[ffff8c]體力：[-]
Text_1_2825,[ffff8c]精力：[-],[ffff8c]精力：[-],[ffff8c]精力：[-]
Text_1_2826,[00ff00]已解锁[-],[00ff00]已解鎖[-],[00ff00]已解鎖[-]
Text_1_2828,本次操作需要花费,本次操作需要花費,本次操作需要花費
Text_1_2829,[3b1c0a]精力恢复时间：00:00:00\n精力全部恢复：[ff5000]已满！[-],[3b1c0a]精力恢復時間：00:00:00\n精力全部恢復：[ff5000]已滿！[-],[3b1c0a]精力恢復時間：00:00:00\n精力全部恢復：[ff5000]已滿！[-]
Text_1_2830,[3b1c0a]讨伐令恢复时间：00:00:00\n讨伐令全部恢复：[ff5000]已满！[-],[3b1c0a]討伐令恢復時間：00:00:00\n討伐令全部恢復：[ff5000]已滿！[-],[3b1c0a]討伐令恢復時間：00:00:00\n討伐令全部恢復：[ff5000]已滿！[-]
Text_1_2831,[3b1c0a]体力恢复时间：00:00:00\n体力全部恢复：[ff5000]已满！[-],[3b1c0a]體力恢復時間：00:00:00\n體力全部恢復：[ff5000]已滿！[-],[3b1c0a]體力恢復時間：00:00:00\n體力全部恢復：[ff5000]已滿！[-]
Text_1_2832,今日,今日,今日
Text_1_2833,明日,明日,明日
Text_1_2834,[ffff96]钻石：[-],[ffff96]鑽石：[-],[ffff96]鑽石：[-]
Text_1_2835,[ffff96]金币：[-],[ffff96]金幣：[-],[ffff96]金幣：[-]
Text_1_2836,[ffff96]忍魂：[-],[ffff96]忍魂：[-],[ffff96]忍魂：[-]
Text_1_2837,[ffff96]声望：[-],[ffff96]聲望：[-],[ffff96]聲望：[-]
Text_1_2838,[ffff96]战功：[-],[ffff96]戰功：[-],[ffff96]戰功：[-]
Text_1_2839,[ffff96]贡献：[-],[ffff96]貢獻：[-],[ffff96]貢獻：[-]
Text_1_2840,精力：,精力：,精力：
Text_1_2841,体力：,體力：,體力：
Text_1_2842,讨伐令：,討伐令：,討伐令：
Text_1_2843,[3b1c0a]讨伐令恢复时间：,[3b1c0a]討伐令恢復時間：,[3b1c0a]討伐令恢復時間：
Text_1_2844,\n讨伐令全部恢复：,\n討伐令全部恢復：,\n討伐令全部恢復：
Text_1_2845,[3b1c0a]精力恢复时间：,[3b1c0a]精力恢復時間：,[3b1c0a]精力恢復時間：
Text_1_2846,\n精力全部恢复：,\n精力全部恢復：,\n精力全部恢復：
Text_1_2847,[3b1c0a]体力恢复时间：,[3b1c0a]體力恢復時間：,[3b1c0a]體力恢復時間：
Text_1_2848,\n体力全部恢复：,\n體力全部恢復：,\n體力全部恢復：
Text_1_2849,19980钻石,19980鑽石,19980鑽石
Text_1_2850,100钻石,100鑽石,100鑽石
Text_1_2851,60钻石,60鑽石,60鑽石
Text_1_2852,0 元,0 NT$,0 USD
Text_1_2853,元,NT$,USD
Text_1_2854,特权,特權,特權
Text_1_2855,首次充值额外赠送,首次储值額外贈送,首次储值額外贈送
Text_1_2856,本次充值额外赠送,本次储值額外贈送,本次储值額外贈送
Text_1_2857,钻石x,鑽石x,鑽石x
Text_1_2858,月卡,月卡,月卡
Text_1_2859,支付失败，请重新支付！,支付失敗，請重新支付！,支付失敗，請重新支付！
Text_1_2860,         等级：,         等級：,         等級：
Text_1_2861,[-]万,[-]萬,[-]萬
Text_1_2862,时,時,時
Text_1_2863,分,分,分
Text_1_2864,忍者数量达到上限，请清理后再挑战,忍者數量達到上限，請清理後再挑戰,忍者數量達到上限，請清理後再挑戰
Text_1_2865,忍者数量达到上限，请清理！,忍者數量達到上限，請清理！,忍者數量達到上限，請清理！
Text_1_2866,你的宝物背包格已达上限，请清理后再挑战,你的寶物背包格已達上限，請清理後再挑戰,你的寶物背包格已達上限，請清理後再挑戰
Text_1_2867,宝物背包空间不足，请清理！,寶物背包空間不足，請清理！,寶物背包空間不足，請清理！
Text_1_2868,你的道具背包格已达上限，请清理后再挑战,你的道具背包格已達上限，請清理後再挑戰,你的道具背包格已達上限，請清理後再挑戰
Text_1_2869,道具背包空间不足，请清理！,道具背包空間不足，請清理！,道具背包空間不足，請清理！
Text_1_2870,你的装备背包格已达上限，请清理后再挑战,你的裝備背包格已達上限，請清理後再挑戰,你的裝備背包格已達上限，請清理後再挑戰
Text_1_2871,装备背包空间不足，请清理！,裝備背包空間不足，請清理！,裝備背包空間不足，請清理！
Text_1_2872,你的觉醒装备背包格已达上限，请清理后再挑战,你的覺醒裝備背包格已達上限，請清理後再挑戰,你的覺醒裝備背包格已達上限，請清理後再挑戰
Text_1_2873,觉醒装备背包空间不足，请清理！,覺醒裝備背包空間不足，請清理！,覺醒裝備背包空間不足，請清理！
Text_1_2874,你的宠物背包格已达上限，请清理后再挑战,你的寵物背包格已達上限，請清理後再挑戰,你的寵物背包格已達上限，請清理後再挑戰
Text_1_2875,宠物背包空间不足，请清理！,寵物背包空間不足，請清理！,寵物背包空間不足，請清理！
Text_1_2876,宝物背包剩余空间不足，请清理！,寶物背包剩餘空間不足，請清理！,寶物背包剩餘空間不足，請清理！
Text_1_2877,觉醒装备背包剩余空间不足，请清理！,覺醒裝備背包剩餘空間不足，請清理！,覺醒裝備背包剩餘空間不足，請清理！
Text_1_2878,装备背包剩余空间不足，请清理！,裝備背包剩餘空間不足，請清理！,裝備背包剩餘空間不足，請清理！
Text_1_2879,道具背包剩余空间不足，请清理！,道具背包剩餘空間不足，請清理！,道具背包剩餘空間不足，請清理！
Text_1_2881,星[-],星[-],星[-]
Text_1_2882,[ffffff]白色[-],[ffffff]白色[-],[ffffff]白色[-]
Text_1_2883,[00ff00]绿色[-],[00ff00]綠色[-],[00ff00]綠色[-]
Text_1_2884,[00b4ff]蓝色[-],[00b4ff]藍色[-],[00b4ff]藍色[-]
Text_1_2885,[ff00ff]紫色[-],[ff00ff]紫色[-],[ff00ff]紫色[-]
Text_1_2886,[ff9600]橙色[-],[ff9600]橙色[-],[ff9600]橙色[-]
Text_1_2887,[ff0000]红色[-],[ff0000]紅色[-],[ff0000]紅色[-]
Text_1_2888,物攻型,物攻型,物攻型
Text_1_2889,灵攻型,靈攻型,靈攻型
Text_1_2890,辅助型,輔助型,輔助型
Text_1_2891,灵防型,靈防型,靈防型
Text_1_2892,物防型,物防型,物防型
Text_1_2893,回复型,回復型,回復型
Text_1_2894,诅咒型,詛咒型,詛咒型
Text_1_2895,[ffffff]白装[-],[ffffff]白裝[-],[ffffff]白裝[-]
Text_1_2896,[00ff00]绿装[-],[00ff00]綠裝[-],[00ff00]綠裝[-]
Text_1_2897,[00b4ff]蓝装[-],[00b4ff]藍裝[-],[00b4ff]藍裝[-]
Text_1_2898,[ff00ff]紫装[-],[ff00ff]紫裝[-],[ff00ff]紫裝[-]
Text_1_2899,[ff9600]橙装[-],[ff9600]橙裝[-],[ff9600]橙裝[-]
Text_1_2900,[ff0000]红装[-],[ff0000]紅裝[-],[ff0000]紅裝[-]
Text_1_2901,件效果：,件效果：,件效果：
Text_1_2902,物品表里没有找到此ID: ,物品表裡沒有找到此ID:,物品表裡沒有找到此ID:
Text_1_2903,魂玉,魂玉,魂玉
Text_1_2904,竞技场挑战次数,競技場挑戰次數,競技場挑戰次數
Text_1_2905,灵子,靈子,靈子
Text_1_2906,对决次数,對決次數,對決次數
Text_1_2907,贡献,貢獻,貢獻
Text_1_2908,突破到{0}后解锁,突破到{0}後解鎖,突破到{0}後解鎖
Text_1_2909,连接更新服务器失败，是否重试？,連接更新伺服器失敗，是否重試？,連接更新伺服器失敗，是否重試？
Text_1_2910,是否不更新直接进入游戏，不更新将会影响游戏正常体验！,是否不更新直接進入遊戲，不更新將會影響遊戲正常體驗！,是否不更新直接進入遊戲，不更新將會影響遊戲正常體驗！
Text_1_2911,重试,重試,重試
Text_1_2912,不更新,不更新,不更新
Text_1_2913,[ffff96]强化等级：[-],[ffff96]強化等級：[-],[ffff96]強化等級：[-]
Text_1_2914,鞋子,鞋子,鞋子
Text_1_2915,上衣,上衣,上衣
Text_1_2916,裤子,褲子,褲子
Text_1_2917,武器,武器,武器
Text_1_2918,[ffff96]精炼阶数:[-] ,[ffff96]精煉階數:[-],[ffff96]精煉階數:[-]
Text_1_2919,[ffff96]升星等级：[-],[ffff96]升星等級：[-],[ffff96]升星等級：[-]
Text_1_2920,无,無,無
Text_1_2921,装备信息,裝備資訊,裝備資訊
Text_1_2923,当前无宝物,當前無寶物,當前無寶物
Text_1_2924,蓝紫装,藍紫裝,藍紫裝
Text_1_2925,解锁神兵技能：[FF0000],解鎖神兵技能：[FF0000],解鎖神兵技能：[FF0000]
Text_1_2926,善,善,善
Text_1_2927,恶,惡,惡
Text_1_2928,影,影,影
Text_1_2929,忍伤害,忍傷害,忍傷害
Text_1_2930,倍,倍,倍
Text_1_2931,[-]万,[-]萬,[-]萬
Text_1_2932,暂无排名,暫無排名,暫無排名
Text_1_2933,累积功绩：,累積功績：,累積功績：
Text_1_2934,功绩排行,功績排行,功績排行
Text_1_2935,最高伤害：,最高傷害：,最高傷害：
Text_1_2936,伤害排行,傷害排行,傷害排行
Text_1_2937,[FFFF96FF]战力：[-],[FFFF96FF]戰力：[-],[FFFF96FF]戰力：[-]
Text_1_2938,[FFFF96FF]累积攻绩：[-],[FFFF96FF]累積攻績：[-],[FFFF96FF]累積攻績：[-]
Text_1_2939,[FFFF96FF]最高伤害：[-],[FFFF96FF]最高傷害：[-],[FFFF96FF]最高傷害：[-]
Text_1_2940,功绩：{0},功績：{0},功績：{0}
Text_1_2941,等级：{0},等級：{0},等級：{0}
Text_1_2942,功绩,功績,功績
Text_1_2943,[-][3B1C0AFF]对BOSS造成幸运一击，意外获得[-],[-][3B1C0AFF]對BOSS造成幸運一擊，意外獲得[-],[-][3B1C0AFF]對BOSS造成幸運一擊，意外獲得[-]
Text_1_2944,[-][3B1C0AFF]打出最后一击，将垂死挣扎的BOSS彻底终结，获得[-],[-][3B1C0AFF]打出最後一擊，將垂死掙扎的BOSS徹底終結，獲得[-],[-][3B1C0AFF]打出最後一擊，將垂死掙扎的BOSS徹底終結，獲得[-]
Text_1_2945,善忍功绩,善忍功績,善忍功績
Text_1_2946,恶忍功绩,惡忍功績,惡忍功績
Text_1_2947,影忍功绩,影忍功績,影忍功績
Text_1_2948,叛忍Boss,叛忍Boss,叛忍Boss
Text_1_2949,         等级：,         等級：,         等級：
Text_1_2950,暂无,暫無,暫無
Text_1_2951,由[913D00FF],由[913D00FF],由[913D00FF]
Text_1_2952,[-]击杀\n,[-]擊殺\n,[-]擊殺\n
Text_1_2953,[-]时间后， 有更强BOSS来袭,[-]時間後， 有更強BOSS來襲,[-]時間後， 有更強BOSS來襲
Text_1_2955,挑战次数：,挑戰次數：,挑戰次數：
Text_1_2956,累计充值,累計储值,累計储值
Text_1_2957,元可领取,元可領取,元可領取
Text_1_2959,本档位,本檔位,本檔位
Text_1_2960,内可,內可,內可
Text_1_2961,猜你喜欢,猜你喜歡,猜你喜歡
Text_1_2962,属性汇总,屬性匯總,屬性匯總
Text_1_2963,属性加成对全体上阵忍者有效,屬性加成對全體上陣忍者有效,屬性加成對全體上陣忍者有效
Text_1_2964,每激活一个图鉴，增加此图鉴激活需求忍灵的品质相对应的忍灵值,每啟動一個圖鑒，增加此圖鑒啟動需求忍靈的品質相對應的忍靈值,每啟動一個圖鑒，增加此圖鑒啟動需求忍靈的品質相對應的忍靈值
Text_1_2965,忍灵,忍靈,忍靈
Text_1_2966,[F0E77B]忍灵值：[-],[F0E77B]忍靈值：[-],[F0E77B]忍靈值：[-]
Text_1_2967,[F0E77B]已激活图鉴：[-],[F0E77B]已啟動圖鑒：[-],[F0E77B]已啟動圖鑒：[-]
Text_1_2968,忍灵图鉴,忍靈圖鑒,忍靈圖鑒
Text_1_2969,[F0E77B]灵玉：[-],[F0E77B]靈玉：[-],[F0E77B]靈玉：[-]
Text_1_2970,图鉴激活数量：,圖鑒啟動數量：,圖鑒啟動數量：
Text_1_2971,忍灵背包,忍靈背包,忍靈背包
Text_1_2972,[F0E77B]数量: [-],[F0E77B]數量: [-],[F0E77B]數量: [-]
Text_1_2973,没有不需要的忍灵,沒有不需要的忍靈,沒有不需要的忍靈
Text_1_2974,忍灵祭坛,忍靈祭壇,忍靈祭壇
Text_1_2975,必得 [ff9600]橙色[-] 或 [ff0000]红色[-] 忍灵,必得 [ff9600]橙色[-] 或 [ff0000]紅色[-] 忍靈,必得 [ff9600]橙色[-] 或 [ff0000]紅色[-] 忍靈
Text_1_2976, [-]次，必得 [ff9600]橙色[-] 或 [ff0000]红色[-] 忍灵, [-]次，必得 [ff9600]橙色[-] 或 [ff0000]紅色[-] 忍靈, [-]次，必得 [ff9600]橙色[-] 或 [ff0000]紅色[-] 忍靈
Text_1_2977,再召唤[ff9600] ,再召喚[ff9600],再召喚[ff9600]
Text_1_2978,召唤,召喚,召喚
Text_1_2979,（关卡品质越高，通关奖励越丰富）,（關卡品質越高，通關獎勵越豐富）,（關卡品質越高，通關獎勵越豐富）
Text_1_2980,忍灵试练,忍靈試練,忍靈試練
Text_1_2981,[F0E77B]挑战次数：[-],[F0E77B]挑戰次數：[-],[F0E77B]挑戰次數：[-]
Text_1_2982,[F0E77B]历史最高忍灵值：[-],[F0E77B]歷史最高忍靈值：[-],[F0E77B]歷史最高忍靈值：[-]
Text_1_2983,忍灵值达,忍靈值達,忍靈值達
Text_1_2984,点,點,點
Text_1_2985,加成属性对全体上阵忍者有效,加成屬性對全體上陣忍者有效,加成屬性對全體上陣忍者有效
Text_1_2986,星属性总加成,星屬性總加成,星屬性總加成
Text_1_2987,刷新该组忍灵试练吗？,刷新該組忍靈試練嗎？,刷新該組忍靈試練嗎？
Text_1_2988,您今天的挑战次数已达上限，提升VIP等级可增加挑战次数,您今天的挑戰次數已達上限，提升VIP等級可增加挑戰次數,您今天的挑戰次數已達上限，提升VIP等級可增加挑戰次數
Text_1_2989,已激活[-],已啟動[-],已啟動[-]
Text_1_2990,剩余免费刷新：,剩餘免費刷新：,剩餘免費刷新：
Text_1_2991,急需,急需,急需
Text_1_2992,需要,需要,需要
Text_1_2993,御灵,禦靈,禦靈
Text_1_2994,御灵图鉴属性叠加汇总,禦靈圖鑒屬性疊加匯總,禦靈圖鑒屬性疊加匯總
Text_1_2995,御灵图鉴,禦靈圖鑒,禦靈圖鑒
Text_1_2996,凑齐一套御灵图鉴会有属性加成喔~,湊齊一套禦靈圖鑒會有屬性加成喔~,湊齊一套禦靈圖鑒會有屬性加成喔~
Text_1_2997,御灵碎片,禦靈碎片,禦靈碎片
Text_1_2998,御灵宫,禦靈宮,禦靈宮
Text_1_2999,御灵召唤,禦靈召喚,禦靈召喚
Text_1_3000,御灵术,禦靈術,禦靈術
Text_1_3001,御灵信息,禦靈信息,禦靈信息
Text_1_3002,好感等级：,好感等級：,好感等級：
Text_1_3003,御灵升星,禦靈升星,禦靈升星
Text_1_3004,御灵天赋,禦靈天賦,禦靈天賦
Text_1_3005,喜好礼物,喜好禮物,喜好禮物
Text_1_3006,图鉴组合,圖鑒組合,圖鑒組合
Text_1_3007,升级材料,升級材料,升級材料
Text_1_3008,必得 [ff9600]橙色[-] 御灵碎片,必得 [ff9600]橙色[-] 禦靈碎片,必得 [ff9600]橙色[-] 禦靈碎片
Text_1_3009,[-]次，必得 [ff9600]橙色[-] 御灵碎片,[-]次，必得 [ff9600]橙色[-] 禦靈碎片,[-]次，必得 [ff9600]橙色[-] 禦靈碎片
Text_1_3010,必得 [ff9600]橙色[-] 喜好礼物,必得 [ff9600]橙色[-] 喜好禮物,必得 [ff9600]橙色[-] 喜好禮物
Text_1_3011,[-]次，必得 [ff9600]橙色[-] 喜好礼物,[-]次，必得 [ff9600]橙色[-] 喜好禮物,[-]次，必得 [ff9600]橙色[-] 喜好禮物
Text_1_3012,普通召唤,普通召喚,普通召喚
Text_1_3013,高级召唤,高級召喚,高級召喚
Text_1_3014,[F0E77B]普通召唤总次数：[-],[F0E77B]普通召喚總次數：[-],[F0E77B]普通召喚總次數：[-]
Text_1_3015,[F0E77B]高级召唤总次数：[-],[F0E77B]高級召喚總次數：[-],[F0E77B]高級召喚總次數：[-]
Text_1_3016,[F0E77B]每日普通召唤次数：[-],[F0E77B]每日普通召喚次數：[-],[F0E77B]每日普通召喚次數：[-]
Text_1_3017,[F0E77B]每日高级召唤次数：[-],[F0E77B]每日高級召喚次數：[-],[F0E77B]每日高級召喚次數：[-]
Text_1_3018,已达到最大升级等级！,已達到最大升級等級！,已達到最大升級等級！
Text_1_3019,好感度,好感度,好感度
Text_1_3020,总好感进度：,總好感進度：,總好感進度：
Text_1_3021,喜好物品不够！,喜好物品不夠！,喜好物品不夠！
Text_1_3022,所有属性提升至满后\n可进阶至,所有屬性提升至滿後\n可進階至,所有屬性提升至滿後\n可進階至
Text_1_3023,今日高级召唤御灵次数不足,今日高級召喚禦靈次數不足,今日高級召喚禦靈次數不足
Text_1_3024,今日普通召唤御灵次数不足,今日普通召喚禦靈次數不足,今日普通召喚禦靈次數不足
Text_1_3025,总高级召唤御灵次数不足,總高級召喚禦靈次數不足,總高級召喚禦靈次數不足
Text_1_3026,总普通召唤御灵次数不足,總普通召喚禦靈次數不足,總普通召喚禦靈次數不足
LocalKey_1,提升,提升,提升
LocalKey_2,进化,進化,進化
LocalKey_3,进化到[00ff00]+5[-]解锁新形象,進化到[00ff00]+5[-]解鎖新形象,進化到[00ff00]+5[-]解鎖新形象
LocalKey_4,消耗：,消耗：,消耗：
LocalKey_5,自动消耗血脉石,自動消耗血脈石,自動消耗血脈石
LocalKey_6,消耗:,消耗:,消耗:
LocalKey_7,消耗,消耗,消耗
LocalKey_8,讨伐点,討伐點,討伐點
LocalKey_9,普通攻击,普通攻擊,普通攻擊
LocalKey_10,2.5倍伤害,2.5倍傷害,2.5倍傷害
LocalKey_11,全力一击,全力一擊,全力一擊
LocalKey_12,取消,取消,取消
LocalKey_13,确定,確定,確定
LocalKey_14,伤害排行,傷害排行,傷害排行
LocalKey_15,排行榜,排行榜,排行榜
LocalKey_16,累积功勋：,累積功勳：,累積功勳：
LocalKey_17,功勋排行奖励,功勳排行獎勵,功勳排行獎勵
LocalKey_18,功勋排行,功勳排行,功勳排行
